::1 - - [05/Apr/2022:04:13:26 +0000] "POST /api/verify-otp HTTP/1.1" 400 25 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36"
::1 - - [05/Apr/2022:04:13:57 +0000] "POST /api/verify-otp HTTP/1.1" 400 25 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36"
::1 - - [05/Apr/2022:04:14:01 +0000] "POST /api/verify-otp HTTP/1.1" 400 25 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36"
::1 - - [05/Apr/2022:04:14:02 +0000] "POST /api/verify-otp HTTP/1.1" 400 25 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36"
::1 - - [05/Apr/2022:04:14:40 +0000] "POST /api/verify-otp HTTP/1.1" 400 25 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36"
::1 - - [28/Apr/2022:09:52:23 +0000] "POST /api/payment-success HTTP/1.1" 400 46 "-" "PostmanRuntime/7.29.0"
::1 - - [28/Apr/2022:09:55:08 +0000] "POST /api/send-otp HTTP/1.1" 200 113 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36"
::1 - - [28/Apr/2022:09:55:41 +0000] "POST /api/verify-otp HTTP/1.1" 200 276 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36"
::1 - - [28/Apr/2022:09:56:14 +0000] "POST /api/payment-success HTTP/1.1" 500 30 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36"
::1 - - [28/Apr/2022:09:59:53 +0000] "POST /api/send-otp HTTP/1.1" 200 113 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Mobile Safari/537.36"
::1 - - [28/Apr/2022:10:01:08 +0000] "POST /api/verify-otp HTTP/1.1" 200 274 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Mobile Safari/537.36"
::1 - - [28/Apr/2022:10:01:50 +0000] "POST /api/payment-success HTTP/1.1" 200 1217 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Mobile Safari/537.36"
::1 - - [28/Apr/2022:10:03:50 +0000] "POST /api/send-otp HTTP/1.1" 200 113 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Mobile Safari/537.36"
::1 - - [28/Apr/2022:10:04:19 +0000] "POST /api/verify-otp HTTP/1.1" 200 276 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Mobile Safari/537.36"
::1 - - [28/Apr/2022:10:04:43 +0000] "POST /api/payment-success HTTP/1.1" 200 1218 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Mobile Safari/537.36"
